total_pressure,total_enthalpy,heat_transfer_coef,Velocity,Temperature,predicted_h,x_position_m,Re_local,Nu_x,h_correlation
0.024432226,704940.4224,9.775131645,10,1000,9.769452249,0.3925,261666.6667,151.7197533,9.277131415
0.023589003,704945.6304,9.73941392,10,1000,9.738717825,0.395,263333.3333,152.2021703,9.247726804
0.022753319,704950.78,9.704097844,10,1000,9.699615669,0.3975,265000,152.683063,9.218600033
0.021925521,704955.8722,9.669176232,10,1000,9.665745052,0.4,266666.6667,153.1624459,9.189746754
0.021106017,704960.9082,9.634642335,10,1000,9.632945491,0.4025,268333.3333,153.640333,9.161162714
0.020295139,704965.8889,9.600488919,10,1000,9.597452263,0.405,270000,154.1167383,9.13284375
0.019493219,704970.8153,9.566709134,10,1000,9.565054292,0.4075,271666.6667,154.5916754,9.104785792
0.018700905,704975.6884,9.533296928,10,1000,9.530661793,0.41,273333.3333,155.0651579,9.076984855
0.017918689,704980.5091,9.500245897,10,1000,9.499276036,0.4125,275000,155.5371991,9.049437038
0.017146934,704985.2782,9.467549096,10,1000,9.456240047,0.415,276666.6667,156.007812,9.022138523
0.016385809,704989.9969,9.435200195,10,1000,9.433638638,0.4175,278333.3333,156.4770094,8.995085573
0.015636046,704994.666,9.403193243,10,1000,9.398805791,0.42,280000,156.9448042,8.968274528
0.014897951,704999.2862,9.371522457,10,1000,9.364338581,0.4225,281666.6667,157.4112088,8.941701804
0.014171824,705003.8585,9.340182218,10,1000,9.334597091,0.425,283333.3333,157.8762356,8.915363892
0.013458232,705008.3837,9.309166557,10,1000,9.310439238,0.4275,285000,158.3398966,8.889257353
0.012757712,705012.8626,9.278469279,10,1000,9.271827914,0.43,286666.6667,158.8022038,8.863378819
0.012070854,705017.2962,9.248084651,10,1000,9.248115298,0.4325,288333.3333,159.2631691,8.837724992
0.011398128,705021.6852,9.218007171,10,1000,9.214177264,0.435,290000,159.722804,8.812292637
0.010740302,705026.0303,9.188231265,10,1000,9.180013515,0.4375,291666.6667,160.1811201,8.787078586
0.010097989,705030.3325,9.158751522,10,1000,9.155019538,0.44,293333.3333,160.6381285,8.762079735
0.009472049,705034.5923,9.129562528,10,1000,9.11953858,0.4425,295000,161.0938404,8.737293038
0.008863289,705038.8106,9.10065896,10,1000,9.090430786,0.445,296666.6667,161.5482668,8.712715512
0.00827269,705042.9882,9.072035458,10,1000,9.052618905,0.4475,298333.3333,162.0014185,8.688344232
0.007701289,705047.1259,9.043686954,10,1000,9.016251134,0.45,300000,162.4533062,8.66417633
0.007150209,705051.2245,9.015608515,10,1000,8.998889799,0.4525,301666.6667,162.9039404,8.640208991
0.006620711,705055.2847,8.987794783,10,1000,8.959141445,0.455,303333.3333,163.3533314,8.616439458
0.006114001,705059.3072,8.960240138,10,1000,8.923384529,0.4575,305000,163.8014895,8.592865024
0.005631653,705063.2929,8.932939058,10,1000,8.928310741,0.46,306666.6667,164.2484248,8.569483035
0.005175208,705067.2426,8.905885444,10,1000,8.905663004,0.4625,308333.3333,164.6941473,8.546290887
0.004746843,705071.1569,8.879075264,10,1000,8.87855265,0.465,310000,165.1386667,8.523286024
0.004348698,705075.0377,8.852496533,10,1000,8.846065736,0.4675,311666.6667,165.5819928,8.50046594
0.003982693,705078.8835,8.826158863,10,1000,8.796914124,0.47,313333.3333,166.0241351,8.477828175
0.003656031,705082.6993,8.800028543,10,1000,8.795133413,0.4725,315000,166.465103,8.455370312
0.00335853,705086.4836,8.774119026,10,1000,8.769243992,0.475,316666.6667,166.9049059,8.433089983
0.003126815,705090.2267,8.748489527,10,1000,8.747714795,0.4775,318333.3333,167.3435529,8.41098486
0.002911154,705093.9822,8.722778322,10,1000,8.7062509,0.48,320000,167.7810532,8.389052658
0.002750848,705097.605,8.697974422,10,1000,8.695360263,0.4825,321666.6667,168.2174156,8.367291136
0.002848513,705101.4125,8.671912823,10,1000,8.674497784,0.485,323333.3333,168.6526489,8.345698091
0.00206335,705104.8952,8.648074392,10,1000,8.650516453,0.4875,325000,169.086762,8.324271359
0.00409128,705108.5606,8.622973747,10,1000,8.70324851,0.49,326666.6667,169.5197634,8.303008818
0.000272522,705112.5155,8.595915872,10,1000,8.594640537,0.4925,328333.3333,169.9516616,8.28190838
0.006313401,705115.0654,8.578457185,10,1000,8.704420353,0.495,330000,170.3824649,8.260967997
-0.000382465,705118.9983,8.551498691,10,1000,8.565707615,0.4975,331666.6667,170.8121818,8.240185655
-0.019879661,705122.0744,8.530425246,10,1000,8.777783497,0.5,333333.3333,171.2408203,8.219559375
37.84423767,371128.1414,913.7236096,10,1200,592.9794522,0,0,0,
6.097199346,786190.0933,649.0125559,10,1200,595.7484004,0.0025,1666.666667,12.10855453,116.2421235
-0.354423942,849064.6151,313.0421435,10,1200,129.5453688,0.005,3333.333333,17.12408203,82.19559375
0.475477142,863329.0385,236.8204127,10,1200,228.6074256,0.0075,5000,20.97263165,67.11242127
0.289813564,870440.999,198.8179817,10,1200,188.4269687,0.01,6666.666667,24.21710905,58.12106173
0.293415364,875163.9665,173.5810385,10,1200,165.6971741,0.0125,8333.333333,27.07555103,51.98505798
0.251600175,878628.2712,155.0697148,10,1200,150.2280632,0.015,10000,29.65978011,47.45564818
0.23800113,881339.9706,140.5799039,10,1200,134.3065525,0.0175,11666.66667,32.03622401,43.93539293
0.22303669,883545.7089,128.793672,10,1200,122.3098928,0.02,13333.33333,34.24816406,41.09779688
0.21450574,885393.1562,118.9219511,10,1200,119.2971387,0.0225,15000,36.32566358,38.74737448
0.207230607,886973.6937,110.4764487,10,1200,110.3371134,0.025,16666.66667,38.29061148,36.75898702
0.201985551,888349.2245,103.1263881,10,1200,100.2438387,0.0275,18333.33333,40.15953212,35.04831894
0.197533325,889562.5908,96.64284447,10,1200,96.12362502,0.03,20000,41.94526329,33.55621063
0.193885557,890644.8992,90.85960149,10,1200,88.89045481,0.0325,21666.66667,43.65801422,32.23976434
0.19065131,891619.1914,85.65353636,10,1200,85.71361769,0.035,23333.33333,45.30606249,31.06701428
0.187791915,892503.0451,80.93072428,10,1200,79.44133571,0.0375,25000,46.89623003,30.01358722
0.18518973,893310.1109,76.61822381,10,1200,73.59665195,0.04,26666.66667,48.43421811,29.06053086
0.18280739,894051.203,72.65824976,10,1200,70.02161844,0.0425,28333.33333,49.92484929,28.19285607
0.180600223,894735.0127,69.00436087,10,1200,68.34051391,0.045,30000,51.3722461,27.39853125
0.178539992,895368.6312,65.61866511,10,1200,64.48387752,0.0475,31666.66667,52.77996553,26.66777206
0.176602416,895957.9106,62.46989282,10,1200,62.22515989,0.05,33333.33333,54.15110206,25.99252899
0.174768562,896507.7374,59.53193318,10,1200,58.87284528,0.0525,35000,55.48836767,25.36611094
0.173018114,897022.2365,56.78274432,10,1200,56.52340011,0.055,36666.66667,56.79415498,24.78290399
0.171349011,897504.912,54.2036031,10,1200,53.34952002,0.0575,38333.33333,58.0705875,24.23815826
0.169749542,897958.7649,51.77847322,10,1200,51.29381104,0.06,40000,59.31956022,23.72782409
0.168206814,898386.3891,49.49349489,10,1200,49.144878,0.0625,41666.66667,60.54277263,23.24842469
0.166710491,898790.0377,47.33662897,10,1200,47.09008239,0.065,43333.33333,61.74175581,22.79695599
0.165245195,899171.6848,45.29732607,10,1200,44.32789816,0.0675,45000,62.91789494,22.37080709
0.163796414,899533.0724,43.36627851,10,1200,42.87273643,0.07,46666.66667,64.07244803,21.96769647
0.162363079,899875.7385,41.53526807,10,1200,40.02908344,0.0725,48333.33333,65.2065617,21.58562042
0.160932043,900201.0523,39.79697842,10,1200,39.26890178,0.075,50000,66.32128453,21.22281105
0.159493875,900510.2288,38.14491788,10,1200,38.07078518,0.0775,51666.66667,67.41757838,20.87770169
0.158040384,900804.364,36.57322882,10,1200,35.47877589,0.08,53333.33333,68.49632813,20.54889844
0.156534041,901084.4674,35.07651833,10,1200,34.27697591,0.0825,55000,69.55835004,20.23515637
0.155069068,901351.3547,33.65042717,10,1200,33.28417482,0.085,56666.66667,70.60439896,19.93535971
0.153736013,901606.0922,32.2892572,10,1200,32.06179169,0.0875,58333.33333,71.63517464,19.64850504
0.152367765,901839.1732,31.04380728,10,1200,30.95966156,0.09,60000,72.65132716,19.37368724
0.150891483,902047.4352,29.93097591,10,1200,29.57770243,0.0925,61666.66667,73.65346177,19.11008738
0.149437138,902234.7784,28.92992273,10,1200,28.95450211,0.095,63333.33333,74.64214308,18.85696246
0.148048434,902404.4266,28.02342266,10,1200,28.01284919,0.0975,65000,75.61789878,18.61363662
0.146715317,902558.994,27.19750508,10,1200,27.11513997,0.1,66666.66667,76.58122295,18.37949351
0.145424109,902700.5976,26.44085729,10,1200,26.17147461,0.1025,68333.33333,77.53257897,18.15396971
0.144161494,902830.9626,25.74426148,10,1200,25.69195071,0.105,70000,78.47240212,17.93654906
0.142921044,902951.5067,25.10014672,10,1200,25.00556019,0.1075,71666.66667,79.40110192,17.72675764
0.141700022,903063.4077,24.50221632,10,1200,24.35104391,0.11,73333.33333,80.31906423,17.52415947
0.140490871,903167.6569,23.94517003,10,1200,23.73531347,0.1125,75000,81.22665309,17.32835266
0.139297813,903265.0898,23.42454443,10,1200,23.35301012,0.115,76666.66667,82.12421242,17.13896607
0.13811859,903356.4179,22.9365427,10,1200,22.85868674,0.1175,78333.33333,83.01206754,16.95565635
0.136946512,903442.2542,22.4778907,10,1200,22.29381781,0.12,80000,83.89052658,16.77810532
0.135783783,903523.1299,22.0457452,10,1200,22.05764514,0.1225,81666.66667,84.75988168,16.60601764
0.134623351,903599.5094,21.63761906,10,1200,21.70786656,0.125,83333.33333,85.62041016,16.43911875
0.133461056,903671.7937,21.25137269,10,1200,21.13469143,0.1275,85000,86.47237552,16.27715304
0.13229748,903740.3337,20.88513408,10,1200,20.86205648,0.13,86666.66667,87.31602843,16.11988217
0.131138699,903805.4431,20.53722523,10,1200,20.43216454,0.1325,88333.33333,88.15160755,15.96708363
0.129985868,903867.3993,20.20616579,10,1200,20.16520426,0.135,90000,88.97934034,15.81854939
0.128839605,903926.4484,19.89064071,10,1200,19.8586878,0.1375,91666.66667,89.79944376,15.67408473
0.12770012,903982.8103,19.589476,10,1200,19.45004468,0.14,93333.33333,90.61212497,15.53350714
0.126565794,904036.6828,19.30161465,10,1200,19.26405004,0.1425,95000,91.41758192,15.39664538
0.125436454,904088.2441,19.02610386,10,1200,18.97099577,0.145,96666.66667,92.21600391,15.26333858
0.124311504,904137.6545,18.76208609,10,1200,18.65955846,0.1475,98333.33333,93.00757211,15.13343546
0.123189917,904185.0596,18.50878366,10,1200,18.48278969,0.15,100000,93.79246005,15.00679361
0.122071073,904230.592,18.26548663,10,1200,18.15928447,0.1525,101666.6667,94.57083406,14.8832788
0.120954742,904274.3723,18.03155121,10,1200,17.9815902,0.155,103333.3333,95.34285368,14.76276444
0.119841873,904316.5094,17.80639792,10,1200,17.77935997,0.1575,105000,96.10867204,14.64513098
0.118732792,904357.1028,17.58949558,10,1200,17.55295581,0.16,106666.6667,96.86843621,14.53026543
0.11762642,904396.2446,17.38034866,10,1200,17.37535007,0.1625,108333.3333,97.62228755,14.41806093
0.116521634,904434.0202,17.1785003,10,1200,17.09729087,0.165,110000,98.370362,14.30841629
0.115418955,904470.5074,16.98353645,10,1200,16.9457287,0.1675,111666.6667,99.11279036,14.20123563
0.11431905,904505.7772,16.79507968,10,1200,16.79533312,0.17,113333.3333,99.84969857,14.09642803
0.113222052,904539.8954,16.61277808,10,1200,16.572307,0.1725,115000,100.581208,13.9939072
0.112127243,904572.9234,16.43630202,10,1200,16.41756556,0.175,116666.6667,101.3074355,13.89359116
0.111034107,904604.9183,16.26534504,10,1200,16.25380019,0.1775,118333.3333,102.028494,13.795402
0.109942106,904635.9332,16.09962356,10,1200,16.09834656,0.18,120000,102.7444922,13.69926563
0.108851427,904666.0171,15.93887858,10,1200,15.92520697,0.1825,121666.6667,103.4555352,13.60511148
0.107763241,904695.2148,15.78287078,10,1200,15.76348216,0.185,123333.3333,104.1617245,13.51287237
